Frequency (Hz)	Level (dB)
5857.031250	-94.832802
5862.414551	-99.900581
5867.797852	-99.116814
5873.181152	-95.933258
5878.564453	-96.229523
5883.947754	-102.147125
5889.331055	-102.606415
5894.714355	-99.764221
5900.097656	-109.077705
5905.480957	-97.595001
5910.864258	-90.124367
5916.247559	-89.493706
5921.630859	-90.095650
5927.014160	-93.939140
5932.397461	-97.646080
5937.780762	-90.501060
5943.164062	-87.535652
5948.547363	-87.924980
5953.930664	-93.692039
5959.313965	-95.449364
5964.697266	-96.793190
5970.080566	-95.497894
5975.463867	-93.266678
5980.847168	-91.054878
5986.230469	-90.353325
5991.613770	-91.576958
5996.997070	-101.181068
6002.380371	-94.980820
6007.763672	-88.934746
6013.146973	-86.297104
6018.530273	-86.211731
6023.913574	-88.085419
6029.296875	-87.764137
6034.680176	-85.130432
6040.063477	-85.072807
6045.446777	-87.686829
6050.830078	-87.599976
6056.213379	-90.512589
6061.596680	-92.103874
6066.979980	-83.609413
6072.363281	-82.955292
6077.746582	-87.142700
6083.129883	-91.979164
6088.513184	-92.077400
6093.896484	-91.809700
6099.279785	-89.342590
6104.663086	-87.135208
6110.046387	-84.397415
6115.429688	-83.305801
6120.812988	-83.293152
6126.196289	-84.328293
6131.579590	-86.308220
6136.962891	-88.935074
6142.346191	-90.492638
6147.729492	-93.843246
6153.112793	-99.340553
6158.496094	-94.379898
6163.879395	-90.640961
6169.262695	-88.114594
6174.645996	-85.972717
6180.029297	-85.763947
6185.412598	-87.239281
6190.795898	-88.102745
6196.179199	-92.927101
6201.562500	-93.201645
6206.945801	-88.923492
6212.329102	-89.717484
6217.712402	-84.710205
6223.095703	-85.312935
6228.479004	-90.938858
6233.862305	-86.273788
6239.245605	-85.535378
6244.628906	-90.800644
6250.012207	-99.208534
6255.395508	-90.696419
6260.778809	-85.199181
6266.162109	-82.503891
6271.545410	-82.128784
6276.928711	-87.220139
6282.312012	-85.669304
6287.695312	-87.117676
6293.078613	-87.171013
6298.461914	-90.244576
